,datum,sat,stanica,smjer vjetra,brzina vjetra (m/s),pritisak (hPa),temp.(°C),rel.vlažnost (%),kol.padavina (mm)
14,26.01.2021.,07:00,Sarajevo,WNW,1.1,933.6,-1.4,95,0.6
14,26.01.2021.,07:00,Sarajevo,WNW,1.1,933.6,-1.4,95,0.6
14,26.01.2021.,08:00,Sarajevo,WNW,1.1,934.5,-1.5,94,
14,26.01.2021.,08:00,Sarajevo,WNW,1.1,934.5,-1.5,94,
14,26.01.2021.,08:00,Sarajevo,WNW,1.1,934.5,-1.5,94,
14,26.01.2021.,08:00,Sarajevo,WNW,1.1,934.5,-1.5,94,
14,26.01.2021.,09:00,Sarajevo,WNW,1.1,935.5,-1.2,92,
14,26.01.2021.,12:00,Sarajevo,W,1.1,935.8,0.6,72,
14,26.01.2021.,12:00,Sarajevo,W,1.1,935.8,0.6,72,
14,26.01.2021.,12:00,Sarajevo,W,1.1,935.8,0.6,72,
14,26.01.2021.,12:00,Sarajevo,W,1.1,935.8,0.6,72,
14,26.01.2021.,14:00,Sarajevo,NW,0.9,935.8,-0.0,74,
14,26.01.2021.,14:00,Sarajevo,NW,0.9,935.8,-0.0,74,
14,26.01.2021.,14:00,Sarajevo,NW,0.9,935.8,-0.0,74,
14,26.01.2021.,14:00,Sarajevo,NW,0.9,935.8,-0.0,74,
14,26.01.2021.,15:00,Sarajevo,WNW,1.3,936.2,-0.2,74,
14,26.01.2021.,15:00,Sarajevo,WNW,1.3,936.2,-0.2,74,
14,26.01.2021.,15:00,Sarajevo,WNW,1.3,936.2,-0.2,74,
14,26.01.2021.,15:00,Sarajevo,WNW,1.3,936.2,-0.2,74,
14,27.01.2021.,10:00,Sarajevo,W,1.2,939.6,-1.2,82,
14,27.01.2021.,10:00,Sarajevo,W,1.2,939.6,-1.2,82,
14,27.01.2021.,11:00,Sarajevo,WNW,1.2,939.4,-0.7,78,
14,27.01.2021.,11:00,Sarajevo,WNW,1.2,939.4,-0.7,78,
14,27.01.2021.,11:00,Sarajevo,WNW,1.2,939.4,-0.7,78,
14,27.01.2021.,11:00,Sarajevo,WNW,1.2,939.4,-0.7,78,
14,27.01.2021.,12:00,Sarajevo,W,1.8,939.4,-0.9,82,0.1
14,27.01.2021.,12:00,Sarajevo,W,1.8,939.4,-0.9,82,0.1
14,27.01.2021.,12:00,Sarajevo,W,1.8,939.4,-0.9,82,0.1
14,27.01.2021.,12:00,Sarajevo,W,1.8,939.4,-0.9,82,0.1
14,27.01.2021.,13:00,Sarajevo,W,1.7,939.4,0.0,70,
14,27.01.2021.,13:00,Sarajevo,W,1.7,939.4,0.0,70,
14,27.01.2021.,13:00,Sarajevo,W,1.7,939.4,0.0,70,
14,27.01.2021.,13:00,Sarajevo,W,1.7,939.4,0.0,70,
14,27.01.2021.,14:00,Sarajevo,WNW,1.5,939.0,0.4,63,
14,27.01.2021.,14:00,Sarajevo,WNW,1.5,939.0,0.4,63,
14,27.01.2021.,14:00,Sarajevo,WNW,1.5,939.0,0.4,63,
14,27.01.2021.,14:00,Sarajevo,WNW,1.5,939.0,0.4,63,
14,27.01.2021.,15:00,Sarajevo,NW,1.8,939.1,-0.2,58,
14,27.01.2021.,15:00,Sarajevo,NW,1.8,939.1,-0.2,58,
14,27.01.2021.,15:00,Sarajevo,NW,1.8,939.1,-0.2,58,
14,28.01.2021.,07:00,Sarajevo,ESE,1.7,939.3,-7.4,86,
14,28.01.2021.,07:00,Sarajevo,ESE,1.7,939.3,-7.4,86,
14,28.01.2021.,07:00,Sarajevo,ESE,1.7,939.3,-7.4,86,
14,28.01.2021.,08:00,Sarajevo,ESE,1.4,939.6,-6.6,85,
14,28.01.2021.,08:00,Sarajevo,ESE,1.4,939.6,-6.6,85,
14,28.01.2021.,08:00,Sarajevo,ESE,1.4,939.6,-6.6,85,
14,28.01.2021.,08:00,Sarajevo,ESE,1.4,939.6,-6.6,85,
14,28.01.2021.,09:00,Sarajevo,ESE,1.6,939.6,-5.7,77,
14,28.01.2021.,09:00,Sarajevo,ESE,1.6,939.6,-5.7,77,
14,28.01.2021.,09:00,Sarajevo,ESE,1.6,939.6,-5.7,77,
14,28.01.2021.,09:00,Sarajevo,ESE,1.6,939.6,-5.7,77,
14,,10:00,Sarajevo,ESE,0.7,939.5,-3.2,73,
14,,10:00,Sarajevo,ESE,0.7,939.5,-3.2,73,
14,,10:00,Sarajevo,ESE,0.7,939.5,-3.2,73,
14,,10:00,Sarajevo,ESE,0.7,939.5,-3.2,73,
14,,11:00,Sarajevo,ESE,0.9,939.2,-1.8,67,
14,,11:00,Sarajevo,ESE,0.9,939.2,-1.8,67,
14,,11:00,Sarajevo,ESE,0.9,939.2,-1.8,67,
14,,11:00,Sarajevo,ESE,0.9,939.2,-1.8,67,
14,,12:00,Sarajevo,SE,0.7,938.3,0.7,60,
14,,12:00,Sarajevo,SE,0.7,938.3,0.7,60,
14,,12:00,Sarajevo,SE,0.7,938.3,0.7,60,
14,,12:00,Sarajevo,SE,0.7,938.3,0.7,60,
14,28.01.2021.,13:00,Sarajevo,SW,0.9,938.1,2.7,54,
14,28.01.2021.,13:00,Sarajevo,SW,0.9,938.1,2.7,54,
14,28.01.2021.,13:00,Sarajevo,SW,0.9,938.1,2.7,54,
14,28.01.2021.,13:00,Sarajevo,SW,0.9,938.1,2.7,54,
14,28.01.2021.,14:00,Sarajevo,WSW,1.0,937.3,2.4,56,
14,28.01.2021.,14:00,Sarajevo,WSW,1.0,937.3,2.4,56,
14,28.01.2021.,14:00,Sarajevo,WSW,1.0,937.3,2.4,56,
14,28.01.2021.,14:00,Sarajevo,WSW,1.0,937.3,2.4,56,
14,29.01.2021.,07:00,Sarajevo,NW,1.5,934.1,2.4,76,
14,29.01.2021.,07:00,Sarajevo,NW,1.5,934.1,2.4,76,
14,29.01.2021.,07:00,Sarajevo,NW,1.5,934.1,2.4,76,
14,29.01.2021.,08:00,Sarajevo,NW,1.9,934.5,3.1,73,
14,29.01.2021.,08:00,Sarajevo,NW,1.9,934.5,3.1,73,
14,29.01.2021.,08:00,Sarajevo,NW,1.9,934.5,3.1,73,
14,29.01.2021.,08:00,Sarajevo,NW,1.9,934.5,3.1,73,
14,29.01.2021.,09:00,Sarajevo,WNW,1.2,933.8,6.4,63,
14,29.01.2021.,09:00,Sarajevo,WNW,1.2,933.8,6.4,63,
14,29.01.2021.,09:00,Sarajevo,WNW,1.2,933.8,6.4,63,
14,29.01.2021.,09:00,Sarajevo,WNW,1.2,933.8,6.4,63,
14,29.01.2021.,10:00,Sarajevo,WSW,2.0,933.2,8.2,56,
14,29.01.2021.,10:00,Sarajevo,WSW,2.0,933.2,8.2,56,
14,29.01.2021.,10:00,Sarajevo,WSW,2.0,933.2,8.2,56,
14,29.01.2021.,10:00,Sarajevo,WSW,2.0,933.2,8.2,56,
14,29.01.2021.,11:00,Sarajevo,WSW,2.3,932.7,7.7,58,
14,29.01.2021.,11:00,Sarajevo,WSW,2.3,932.7,7.7,58,
14,29.01.2021.,11:00,Sarajevo,WSW,2.3,932.7,7.7,58,
14,29.01.2021.,11:00,Sarajevo,WSW,2.3,932.7,7.7,58,
14,29.01.2021.,12:00,Sarajevo,SSW,3.5,931.6,7.4,58,
14,29.01.2021.,12:00,Sarajevo,SSW,3.5,931.6,7.4,58,
14,29.01.2021.,12:00,Sarajevo,SSW,3.5,931.6,7.4,58,
14,29.01.2021.,12:00,Sarajevo,SSW,3.5,931.6,7.4,58,
14,29.01.2021.,13:00,Sarajevo,SW,3.0,931.8,7.7,59,
14,29.01.2021.,13:00,Sarajevo,SW,3.0,931.8,7.7,59,
14,29.01.2021.,13:00,Sarajevo,SW,3.0,931.8,7.7,59,
14,29.01.2021.,13:00,Sarajevo,SW,3.0,931.8,7.7,59,
14,29.01.2021.,14:00,Sarajevo,SSW,3.2,930.2,7.8,59,
14,29.01.2021.,14:00,Sarajevo,SSW,3.2,930.2,7.8,59,
14,29.01.2021.,14:00,Sarajevo,SSW,3.2,930.2,7.8,59,
14,29.01.2021.,14:00,Sarajevo,SSW,3.2,930.2,7.8,59,
14,29.01.2021.,15:00,Sarajevo,SSW,2.9,929.5,7.4,62,
14,29.01.2021.,15:00,Sarajevo,SSW,2.9,929.5,7.4,62,
14,29.01.2021.,19:00,Sarajevo,NW,1.8,927.9,5.5,79,0.9
14,,08:00,Sarajevo,W,0.4,925.9,0.5,96,
14,,08:00,Sarajevo,W,0.4,925.9,0.5,96,
14,,08:00,Sarajevo,W,0.4,925.9,0.5,96,
14,,08:00,Sarajevo,W,0.4,925.9,0.5,96,
14,01.02.2021.,09:00,Sarajevo,SE,0.7,925.7,2.2,77,
14,01.02.2021.,09:00,Sarajevo,SE,0.7,925.7,2.2,77,
14,01.02.2021.,09:00,Sarajevo,SE,0.7,925.7,2.2,77,
14,01.02.2021.,09:00,Sarajevo,SE,0.7,925.7,2.2,77,
14,01.02.2021.,10:00,Sarajevo,SE,1.3,925.6,3.9,75,
14,01.02.2021.,10:00,Sarajevo,SE,1.3,925.6,3.9,75,
14,01.02.2021.,10:00,Sarajevo,SE,1.3,925.6,3.9,75,
14,01.02.2021.,10:00,Sarajevo,SE,1.3,925.6,3.9,75,
14,01.02.2021.,11:00,Sarajevo,W,1.3,926.1,2.3,83,
14,01.02.2021.,11:00,Sarajevo,W,1.3,926.1,2.3,83,
14,01.02.2021.,11:00,Sarajevo,W,1.3,926.1,2.3,83,
14,01.02.2021.,11:00,Sarajevo,W,1.3,926.1,2.3,83,
14,01.02.2021.,12:00,Sarajevo,SSE,1.1,925.6,4.5,81,
14,01.02.2021.,12:00,Sarajevo,SSE,1.1,925.6,4.5,81,
14,01.02.2021.,12:00,Sarajevo,SSE,1.1,925.6,4.5,81,
14,01.02.2021.,12:00,Sarajevo,SSE,1.1,925.6,4.5,81,
14,01.02.2021.,13:00,Sarajevo,SW,0.9,925.4,5.8,76,
14,01.02.2021.,13:00,Sarajevo,SW,0.9,925.4,5.8,76,
14,01.02.2021.,13:00,Sarajevo,SW,0.9,925.4,5.8,76,
14,01.02.2021.,13:00,Sarajevo,SW,0.9,925.4,5.8,76,
14,01.02.2021.,14:00,Sarajevo,W,1.2,925.3,6.5,74,
14,01.02.2021.,14:00,Sarajevo,W,1.2,925.3,6.5,74,
14,01.02.2021.,14:00,Sarajevo,W,1.2,925.3,6.5,74,
14,01.02.2021.,14:00,Sarajevo,W,1.2,925.3,6.5,74,
14,01.02.2021.,15:00,Sarajevo,S,0.9,925.1,7.6,70,
14,01.02.2021.,15:00,Sarajevo,S,0.9,925.1,7.6,70,
14,02.02.2021.,09:00,Sarajevo,W,0.7,936.0,0.8,99,
14,02.02.2021.,09:00,Sarajevo,W,0.7,936.0,0.8,99,
14,02.02.2021.,09:00,Sarajevo,W,0.7,936.0,0.8,99,
14,02.02.2021.,09:00,Sarajevo,W,0.7,936.0,0.8,99,
14,02.02.2021.,10:00,Sarajevo,WSW,0.6,936.8,1.4,99,
14,02.02.2021.,10:00,Sarajevo,WSW,0.6,936.8,1.4,99,
14,02.02.2021.,10:00,Sarajevo,WSW,0.6,936.8,1.4,99,
14,02.02.2021.,10:00,Sarajevo,WSW,0.6,936.8,1.4,99,
14,02.02.2021.,11:00,Sarajevo,WSW,0.7,937.3,2.0,99,
14,02.02.2021.,11:00,Sarajevo,WSW,0.7,937.3,2.0,99,
14,02.02.2021.,11:00,Sarajevo,WSW,0.7,937.3,2.0,99,
14,02.02.2021.,11:00,Sarajevo,WSW,0.7,937.3,2.0,99,
14,02.02.2021.,12:00,Sarajevo,SSE,0.9,936.9,2.5,99,
14,02.02.2021.,12:00,Sarajevo,SSE,0.9,936.9,2.5,99,
14,02.02.2021.,12:00,Sarajevo,SSE,0.9,936.9,2.5,99,
14,02.02.2021.,12:00,Sarajevo,SSE,0.9,936.9,2.5,99,
14,02.02.2021.,13:00,Sarajevo,WSW,0.9,936.9,4.8,87,
14,02.02.2021.,13:00,Sarajevo,WSW,0.9,936.9,4.8,87,
14,02.02.2021.,13:00,Sarajevo,WSW,0.9,936.9,4.8,87,
14,02.02.2021.,13:00,Sarajevo,WSW,0.9,936.9,4.8,87,
14,02.02.2021.,14:00,Sarajevo,WSW,0.9,936.7,6.3,77,
14,02.02.2021.,14:00,Sarajevo,WSW,0.9,936.7,6.3,77,
14,02.02.2021.,14:00,Sarajevo,WSW,0.9,936.7,6.3,77,
14,02.02.2021.,14:00,Sarajevo,WSW,0.9,936.7,6.3,77,
14,02.02.2021.,15:00,Sarajevo,SSW,0.9,936.3,8.4,68,
14,03.02.2021.,07:00,Sarajevo,ESE,2.7,940.4,1.7,86,
14,03.02.2021.,07:00,Sarajevo,ESE,2.7,940.4,1.7,86,
14,03.02.2021.,07:00,Sarajevo,ESE,2.7,940.4,1.7,86,
14,03.02.2021.,08:00,Sarajevo,ESE,2.1,940.8,3.5,81,
14,03.02.2021.,08:00,Sarajevo,ESE,2.1,940.8,3.5,81,
14,03.02.2021.,08:00,Sarajevo,ESE,2.1,940.8,3.5,81,
14,03.02.2021.,08:00,Sarajevo,ESE,2.1,940.8,3.5,81,
14,03.02.2021.,09:00,Sarajevo,SE,1.6,940.9,7.2,67,
14,03.02.2021.,09:00,Sarajevo,SE,1.6,940.9,7.2,67,
14,03.02.2021.,09:00,Sarajevo,SE,1.6,940.9,7.2,67,
14,03.02.2021.,09:00,Sarajevo,SE,1.6,940.9,7.2,67,
14,03.02.2021.,10:00,Sarajevo,SE,1.0,940.2,9.7,58,
14,03.02.2021.,10:00,Sarajevo,SE,1.0,940.2,9.7,58,
14,03.02.2021.,10:00,Sarajevo,SE,1.0,940.2,9.7,58,
14,03.02.2021.,10:00,Sarajevo,SE,1.0,940.2,9.7,58,
14,03.02.2021.,11:00,Sarajevo,W,1.2,939.9,12.4,52,
14,03.02.2021.,11:00,Sarajevo,W,1.2,939.9,12.4,52,
14,03.02.2021.,11:00,Sarajevo,W,1.2,939.9,12.4,52,
14,03.02.2021.,11:00,Sarajevo,W,1.2,939.9,12.4,52,
14,03.02.2021.,12:00,Sarajevo,WNW,1.5,939.1,13.4,50,
14,03.02.2021.,12:00,Sarajevo,WNW,1.5,939.1,13.4,50,
14,03.02.2021.,12:00,Sarajevo,WNW,1.5,939.1,13.4,50,
14,03.02.2021.,12:00,Sarajevo,WNW,1.5,939.1,13.4,50,
14,03.02.2021.,13:00,Sarajevo,W,1.7,938.5,14.2,46,
14,03.02.2021.,13:00,Sarajevo,W,1.7,938.5,14.2,46,
14,03.02.2021.,13:00,Sarajevo,W,1.7,938.5,14.2,46,
14,03.02.2021.,13:00,Sarajevo,W,1.7,938.5,14.2,46,
14,03.02.2021.,14:00,Sarajevo,WNW,2.1,938.6,13.7,47,
14,03.02.2021.,14:00,Sarajevo,WNW,2.1,938.6,13.7,47,
14,03.02.2021.,14:00,Sarajevo,WNW,2.1,938.6,13.7,47,
14,03.02.2021.,14:00,Sarajevo,WNW,2.1,938.6,13.7,47,
14,03.02.2021.,15:00,Sarajevo,W,2.2,938.6,14.2,46,
14,03.02.2021.,15:00,Sarajevo,W,2.2,938.6,14.2,46,
14,03.02.2021.,15:00,Sarajevo,W,2.2,938.6,14.2,46,
14,03.02.2021.,15:00,Sarajevo,W,2.2,938.6,14.2,46,
14,03.02.2021.,16:00,Sarajevo,SW,3.2,938.4,12.4,49,
14,04.02.2021.,07:00,Sarajevo,WNW,1.2,941.6,7.2,77,
14,04.02.2021.,08:00,Sarajevo,WNW,1.7,941.7,8.4,71,
14,04.02.2021.,08:00,Sarajevo,WNW,1.7,941.7,8.4,71,
14,04.02.2021.,08:00,Sarajevo,WNW,1.7,941.7,8.4,71,
14,04.02.2021.,08:00,Sarajevo,WNW,1.7,941.7,8.4,71,
14,04.02.2021.,09:00,Sarajevo,NW,2.2,942.4,9.7,66,
14,04.02.2021.,09:00,Sarajevo,NW,2.2,942.4,9.7,66,
14,04.02.2021.,09:00,Sarajevo,NW,2.2,942.4,9.7,66,
14,04.02.2021.,09:00,Sarajevo,NW,2.2,942.4,9.7,66,
14,04.02.2021.,10:00,Sarajevo,NW,1.9,943.1,10.5,65,
14,04.02.2021.,10:00,Sarajevo,NW,1.9,943.1,10.5,65,
14,04.02.2021.,10:00,Sarajevo,NW,1.9,943.1,10.5,65,
14,04.02.2021.,10:00,Sarajevo,NW,1.9,943.1,10.5,65,
14,04.02.2021.,11:00,Sarajevo,NNW,2.3,943.6,10.7,65,
14,04.02.2021.,11:00,Sarajevo,NNW,2.3,943.6,10.7,65,
14,04.02.2021.,11:00,Sarajevo,NNW,2.3,943.6,10.7,65,
14,04.02.2021.,11:00,Sarajevo,NNW,2.3,943.6,10.7,65,
14,04.02.2021.,12:00,Sarajevo,N,1.5,943.4,11.6,63,
14,04.02.2021.,12:00,Sarajevo,N,1.5,943.4,11.6,63,
14,04.02.2021.,12:00,Sarajevo,N,1.5,943.4,11.6,63,
14,04.02.2021.,12:00,Sarajevo,N,1.5,943.4,11.6,63,
14,04.02.2021.,13:00,Sarajevo,SSW,1.0,942.9,13.6,56,
14,04.02.2021.,13:00,Sarajevo,SSW,1.0,942.9,13.6,56,
14,04.02.2021.,13:00,Sarajevo,SSW,1.0,942.9,13.6,56,
14,04.02.2021.,13:00,Sarajevo,SSW,1.0,942.9,13.6,56,
14,04.02.2021.,14:00,Sarajevo,WNW,1.1,942.6,13.7,55,
14,04.02.2021.,14:00,Sarajevo,WNW,1.1,942.6,13.7,55,
14,04.02.2021.,14:00,Sarajevo,WNW,1.1,942.6,13.7,55,
14,04.02.2021.,14:00,Sarajevo,WNW,1.1,942.6,13.7,55,
14,04.02.2021.,15:00,Sarajevo,W,3.0,942.7,14.8,49,
14,04.02.2021.,20:00,Sarajevo,ESE,1.3,944.6,6.8,78,
14,05.02.2021.,08:00,Sarajevo,ESE,4.0,944.2,4.1,82,
14,05.02.2021.,08:00,Sarajevo,ESE,4.0,944.2,4.1,82,
14,05.02.2021.,08:00,Sarajevo,ESE,4.0,944.2,4.1,82,
14,05.02.2021.,08:00,Sarajevo,ESE,4.0,944.2,4.1,82,
14,05.02.2021.,08:00,Sarajevo,ESE,4.0,944.2,4.1,82,
14,05.02.2021.,09:00,Sarajevo,ESE,3.7,944.1,7.1,70,
14,05.02.2021.,09:00,Sarajevo,ESE,3.7,944.1,7.1,70,
14,05.02.2021.,09:00,Sarajevo,ESE,3.7,944.1,7.1,70,
14,05.02.2021.,09:00,Sarajevo,ESE,3.7,944.1,7.1,70,
14,05.02.2021.,10:00,Sarajevo,ESE,1.3,943.6,9.4,62,
14,05.02.2021.,10:00,Sarajevo,ESE,1.3,943.6,9.4,62,
14,05.02.2021.,10:00,Sarajevo,ESE,1.3,943.6,9.4,62,
14,05.02.2021.,10:00,Sarajevo,ESE,1.3,943.6,9.4,62,
14,05.02.2021.,11:00,Sarajevo,SSW,1.0,943.4,12.1,56,
14,05.02.2021.,11:00,Sarajevo,SSW,1.0,943.4,12.1,56,
14,05.02.2021.,11:00,Sarajevo,SSW,1.0,943.4,12.1,56,
14,05.02.2021.,11:00,Sarajevo,SSW,1.0,943.4,12.1,56,
14,05.02.2021.,12:00,Sarajevo,W,1.1,942.8,13.5,52,
14,05.02.2021.,12:00,Sarajevo,W,1.1,942.8,13.5,52,
14,05.02.2021.,12:00,Sarajevo,W,1.1,942.8,13.5,52,
14,05.02.2021.,12:00,Sarajevo,W,1.1,942.8,13.5,52,
14,05.02.2021.,13:00,Sarajevo,W,1.5,942.2,14.7,48,
14,05.02.2021.,13:00,Sarajevo,W,1.5,942.2,14.7,48,
14,05.02.2021.,13:00,Sarajevo,W,1.5,942.2,14.7,48,
14,05.02.2021.,13:00,Sarajevo,W,1.5,942.2,14.7,48,
14,05.02.2021.,14:00,Sarajevo,NW,2.2,941.8,14.5,49,
14,05.02.2021.,14:00,Sarajevo,NW,2.2,941.8,14.5,49,
14,05.02.2021.,14:00,Sarajevo,NW,2.2,941.8,14.5,49,
14,06.02.2021.,07:00,Sarajevo,E,0.9,941.0,5.1,80,
14,06.02.2021.,07:00,Sarajevo,E,0.9,941.0,5.1,80,
14,06.02.2021.,08:00,Sarajevo,ESE,1.2,941.0,6.4,75,
14,06.02.2021.,08:00,Sarajevo,ESE,1.2,941.0,6.4,75,
14,06.02.2021.,08:00,Sarajevo,ESE,1.2,941.0,6.4,75,
14,06.02.2021.,08:00,Sarajevo,ESE,1.2,941.0,6.4,75,
14,06.02.2021.,09:00,Sarajevo,NW,1.2,940.9,10.2,63,
14,06.02.2021.,09:00,Sarajevo,NW,1.2,940.9,10.2,63,
14,06.02.2021.,09:00,Sarajevo,NW,1.2,940.9,10.2,63,
14,06.02.2021.,09:00,Sarajevo,NW,1.2,940.9,10.2,63,
14,06.02.2021.,10:00,Sarajevo,WNW,1.4,940.9,12.9,55,
14,06.02.2021.,10:00,Sarajevo,WNW,1.4,940.9,12.9,55,
14,06.02.2021.,10:00,Sarajevo,WNW,1.4,940.9,12.9,55,
14,06.02.2021.,10:00,Sarajevo,WNW,1.4,940.9,12.9,55,
14,06.02.2021.,11:00,Sarajevo,WSW,1.7,940.2,14.2,51,
14,06.02.2021.,11:00,Sarajevo,WSW,1.7,940.2,14.2,51,
14,06.02.2021.,11:00,Sarajevo,WSW,1.7,940.2,14.2,51,
14,06.02.2021.,11:00,Sarajevo,WSW,1.7,940.2,14.2,51,
14,06.02.2021.,12:00,Sarajevo,WSW,1.9,940.0,14.9,49,
14,06.02.2021.,12:00,Sarajevo,WSW,1.9,940.0,14.9,49,
14,06.02.2021.,12:00,Sarajevo,WSW,1.9,940.0,14.9,49,
14,06.02.2021.,12:00,Sarajevo,WSW,1.9,940.0,14.9,49,
14,,08:00,Sarajevo,ESE,3.8,921.2,9.3,87,0.2
14,,08:00,Sarajevo,ESE,3.8,921.2,9.3,87,0.2
14,,08:00,Sarajevo,ESE,3.8,921.2,9.3,87,0.2
14,,08:00,Sarajevo,ESE,3.8,921.2,9.3,87,0.2
14,,09:00,Sarajevo,ESE,4.0,921.7,8.8,91,2.4
14,,09:00,Sarajevo,ESE,4.0,921.7,8.8,91,2.4
14,,09:00,Sarajevo,ESE,4.0,921.7,8.8,91,2.4
14,,09:00,Sarajevo,ESE,4.0,921.7,8.8,91,2.4
14,,10:00,Sarajevo,E,2.2,921.2,8.1,91,5.8
14,,10:00,Sarajevo,E,2.2,921.2,8.1,91,5.8
14,,10:00,Sarajevo,E,2.2,921.2,8.1,91,5.8
14,,10:00,Sarajevo,E,2.2,921.2,8.1,91,5.8
14,,11:00,Sarajevo,ESE,2.5,921.6,8.6,87,1.1
14,,11:00,Sarajevo,ESE,2.5,921.6,8.6,87,1.1
14,,11:00,Sarajevo,ESE,2.5,921.6,8.6,87,1.1
14,,11:00,Sarajevo,ESE,2.5,921.6,8.6,87,1.1
14,,12:00,Sarajevo,ENE,1.1,920.5,10.7,72,
14,,12:00,Sarajevo,ENE,1.1,920.5,10.7,72,
14,,12:00,Sarajevo,ENE,1.1,920.5,10.7,72,
14,,12:00,Sarajevo,ENE,1.1,920.5,10.7,72,
14,,13:00,Sarajevo,WSW,1.9,920.4,11.4,63,
14,,13:00,Sarajevo,WSW,1.9,920.4,11.4,63,
14,,13:00,Sarajevo,WSW,1.9,920.4,11.4,63,
14,,13:00,Sarajevo,WSW,1.9,920.4,11.4,63,
14,08.02.2021.,14:00,Sarajevo,WSW,2.3,920.5,12.1,63,
14,08.02.2021.,14:00,Sarajevo,WSW,2.3,920.5,12.1,63,
14,08.02.2021.,14:00,Sarajevo,WSW,2.3,920.5,12.1,63,
14,08.02.2021.,14:00,Sarajevo,WSW,2.3,920.5,12.1,63,
14,08.02.2021.,15:00,Sarajevo,WSW,2.5,921.7,10.3,75,0.2
14,09.02.2021.,07:00,Sarajevo,S,2.6,929.0,8.2,69,
14,09.02.2021.,07:00,Sarajevo,S,2.6,929.0,8.2,69,
14,09.02.2021.,07:00,Sarajevo,S,2.6,929.0,8.2,69,
14,09.02.2021.,08:00,Sarajevo,NNE,1.6,928.5,8.3,69,
14,09.02.2021.,08:00,Sarajevo,NNE,1.6,928.5,8.3,69,
14,09.02.2021.,08:00,Sarajevo,NNE,1.6,928.5,8.3,69,
14,09.02.2021.,08:00,Sarajevo,NNE,1.6,928.5,8.3,69,
14,09.02.2021.,09:00,Sarajevo,NW,1.9,928.0,9.7,64,
14,09.02.2021.,09:00,Sarajevo,NW,1.9,928.0,9.7,64,
14,09.02.2021.,09:00,Sarajevo,NW,1.9,928.0,9.7,64,
14,09.02.2021.,09:00,Sarajevo,NW,1.9,928.0,9.7,64,
14,09.02.2021.,10:00,Sarajevo,WSW,2.1,927.0,10.9,62,
14,09.02.2021.,10:00,Sarajevo,WSW,2.1,927.0,10.9,62,
14,09.02.2021.,10:00,Sarajevo,WSW,2.1,927.0,10.9,62,
14,09.02.2021.,10:00,Sarajevo,WSW,2.1,927.0,10.9,62,
14,09.02.2021.,11:00,Sarajevo,SW,2.4,926.4,10.7,71,1.0
14,09.02.2021.,11:00,Sarajevo,SW,2.4,926.4,10.7,71,1.0
14,09.02.2021.,11:00,Sarajevo,SW,2.4,926.4,10.7,71,1.0
14,09.02.2021.,11:00,Sarajevo,SW,2.4,926.4,10.7,71,1.0
14,09.02.2021.,12:00,Sarajevo,SSW,4.2,926.2,12.7,54,
14,09.02.2021.,12:00,Sarajevo,SSW,4.2,926.2,12.7,54,
14,09.02.2021.,12:00,Sarajevo,SSW,4.2,926.2,12.7,54,
14,09.02.2021.,12:00,Sarajevo,SSW,4.2,926.2,12.7,54,
14,09.02.2021.,13:00,Sarajevo,SW,5.0,926.0,13.2,52,
14,09.02.2021.,13:00,Sarajevo,SW,5.0,926.0,13.2,52,
14,09.02.2021.,13:00,Sarajevo,SW,5.0,926.0,13.2,52,
14,09.02.2021.,13:00,Sarajevo,SW,5.0,926.0,13.2,52,
14,09.02.2021.,14:00,Sarajevo,SSW,4.4,927.0,12.5,55,
14,09.02.2021.,14:00,Sarajevo,SSW,4.4,927.0,12.5,55,
14,09.02.2021.,14:00,Sarajevo,SSW,4.4,927.0,12.5,55,
14,09.02.2021.,14:00,Sarajevo,SSW,4.4,927.0,12.5,55,
14,09.02.2021.,15:00,Sarajevo,SW,3.5,927.5,12.3,53,
14,09.02.2021.,15:00,Sarajevo,SW,3.5,927.5,12.3,53,
14,09.02.2021.,15:00,Sarajevo,SW,3.5,927.5,12.3,53,
14,09.02.2021.,15:00,Sarajevo,SW,3.5,927.5,12.3,53,
14,09.02.2021.,16:00,Sarajevo,SSW,3.8,928.0,10.7,57,
14,10.02.2021.,08:00,Sarajevo,W,2.0,931.3,9.8,62,
14,10.02.2021.,08:00,Sarajevo,W,2.0,931.3,9.8,62,
14,10.02.2021.,08:00,Sarajevo,W,2.0,931.3,9.8,62,
14,10.02.2021.,08:00,Sarajevo,W,2.0,931.3,9.8,62,
14,10.02.2021.,09:00,Sarajevo,SW,2.8,931.2,10.3,60,
14,10.02.2021.,09:00,Sarajevo,SW,2.8,931.2,10.3,60,
14,10.02.2021.,09:00,Sarajevo,SW,2.8,931.2,10.3,60,
14,10.02.2021.,09:00,Sarajevo,SW,2.8,931.2,10.3,60,
14,10.02.2021.,10:00,Sarajevo,WSW,2.2,931.2,10.9,57,
14,10.02.2021.,10:00,Sarajevo,WSW,2.2,931.2,10.9,57,
14,10.02.2021.,10:00,Sarajevo,WSW,2.2,931.2,10.9,57,
14,10.02.2021.,10:00,Sarajevo,WSW,2.2,931.2,10.9,57,
14,10.02.2021.,11:00,Sarajevo,W,2.2,931.2,12.1,54,
14,10.02.2021.,11:00,Sarajevo,W,2.2,931.2,12.1,54,
14,10.02.2021.,11:00,Sarajevo,W,2.2,931.2,12.1,54,
